Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance debt securities,LE00000,AFL0300,62729
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance loans,LE00000,AFL0400,10861
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,361
2016.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,55
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,314
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,927
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,751
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,176
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance net worth,LE00000,B900000,782
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total liabilities and net worth,LE00000,L000000,75102
2016.03,Insurance corporations,251,Closing balance total assets,LE00000,A000000,31272
2016.03,Insurance corporations,251,Financial assets Closing balance Total financial assets,LE00000,AFA0000,29985
2016.03,Insurance corporations,251,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Insurance corporations,251,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
2016.03,Insurance corporations,251,Financial assets Closing balance debt securities,LE00000,AFA0300,C
2016.03,Insurance corporations,251,Financial assets Closing balance loans,LE00000,AFA0400,C
2016.03,Insurance corporations,251,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,7046
2016.03,Insurance corporations,251,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,4536
2016.03,Insurance corporations,251,Financial assets Closing balance financial derivatives,LE00000,AFA0700,94
2016.03,Insurance corporations,251,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3954
2016.03,Insurance corporations,251,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,32136
2016.03,Insurance corporations,251,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Insurance corporations,251,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Insurance corporations,251,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2016.03,Insurance corporations,251,Financial liabilities Closing balance loans,LE00000,AFL0400,C
2016.03,Insurance corporations,251,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,13732
2016.03,Insurance corporations,251,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,17440
2016.03,Insurance corporations,251,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,4
2016.03,Insurance corporations,251,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,660
2016.03,Insurance corporations,251,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1287
2016.03,Insurance corporations,251,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1064
2016.03,Insurance corporations,251,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,223
2016.03,Insurance corporations,251,Closing balance net worth,LE00000,B900000,-864
2016.03,Insurance corporations,251,Closing balance total liabilities and net worth,LE00000,L000000,31272
2016.03,Pension funds,261,Closing balance total assets,LE00000,A000000,69148
2016.03,Pension funds,261,Financial assets Closing balance Total financial assets,LE00000,AFA0000,69062
2016.03,Pension funds,261,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Pension funds,261,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1834
2016.03,Pension funds,261,Financial assets Closing balance debt securities,LE00000,AFA0300,3890
2016.03,Pension funds,261,Financial assets Closing balance loans,LE00000,AFA0400,7
2016.03,Pension funds,261,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,53112
2016.03,Pension funds,261,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,9820
2016.03,Pension funds,261,Financial assets Closing balance financial derivatives,LE00000,AFA0700,349
2016.03,Pension funds,261,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,50
2016.03,Pension funds,261,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,69148
2016.03,Pension funds,261,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Pension funds,261,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Pension funds,261,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2016.03,Pension funds,261,Financial liabilities Closing balance loans,LE00000,AFL0400,20
2016.03,Pension funds,261,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2016.03,Pension funds,261,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,69096
2016.03,Pension funds,261,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2016.03,Pension funds,261,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,32
2016.03,Pension funds,261,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,86
2016.03,Pension funds,261,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,39
2016.03,Pension funds,261,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,47
2016.03,Pension funds,261,Closing balance net worth,LE00000,B900000,0
2016.03,Pension funds,261,Closing balance total liabilities and net worth,LE00000,L000000,69148
2016.03,Financial auxiliaries,270,Closing balance total assets,LE00000,A000000,9504
2016.03,Financial auxiliaries,270,Financial assets Closing balance Total financial assets,LE00000,AFA0000,7083
2016.03,Financial auxiliaries,270,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Financial auxiliaries,270,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
2016.03,Financial auxiliaries,270,Financial assets Closing balance debt securities,LE00000,AFA0300,C
2016.03,Financial auxiliaries,270,Financial assets Closing balance loans,LE00000,AFA0400,C
2016.03,Financial auxiliaries,270,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2017
2016.03,Financial auxiliaries,270,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2016.03,Financial auxiliaries,270,Financial assets Closing balance financial derivatives,LE00000,AFA0700,88
2016.03,Financial auxiliaries,270,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2016.03,Financial auxiliaries,270,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,9504
2016.03,Financial auxiliaries,270,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Financial auxiliaries,270,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Financial auxiliaries,270,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2016.03,Financial auxiliaries,270,Financial liabilities Closing balance loans,LE00000,AFL0400,C
2016.03,Financial auxiliaries,270,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,7409
2016.03,Financial auxiliaries,270,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2016.03,Financial auxiliaries,270,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,26
2016.03,Financial auxiliaries,270,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,990
2016.03,Financial auxiliaries,270,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,2420
2016.03,Financial auxiliaries,270,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1295
2016.03,Financial auxiliaries,270,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,1125
2016.03,Financial auxiliaries,270,Closing balance net worth,LE00000,B900000,0
2016.03,Financial auxiliaries,270,Closing balance total liabilities and net worth,LE00000,L000000,9504
2016.03,Captive financial institutions,281,Closing balance total assets,LE00000,A000000,304311
2016.03,Captive financial institutions,281,Financial assets Closing balance Total financial assets,LE00000,AFA0000,291992
2016.03,Captive financial institutions,281,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Captive financial institutions,281,Financial assets Closing balance currency and deposits,LE00000,AFA0200,14647
2016.03,Captive financial institutions,281,Financial assets Closing balance debt securities,LE00000,AFA0300,20687
2016.03,Captive financial institutions,281,Financial assets Closing balance loans,LE00000,AFA0400,65457
2016.03,Captive financial institutions,281,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,162716
2016.03,Captive financial institutions,281,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2016.03,Captive financial institutions,281,Financial assets Closing balance financial derivatives,LE00000,AFA0700,559
2016.03,Captive financial institutions,281,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2016.03,Captive financial institutions,281,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,313949
2016.03,Captive financial institutions,281,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Captive financial institutions,281,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Captive financial institutions,281,Financial liabilities Closing balance debt securities,LE00000,AFL0300,28181
2016.03,Captive financial institutions,281,Financial liabilities Closing balance loans,LE00000,AFL0400,60801
2016.03,Captive financial institutions,281,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,198872
2016.03,Captive financial institutions,281,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,123
2016.03,Captive financial institutions,281,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,812
2016.03,Captive financial institutions,281,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,25160
2016.03,Captive financial institutions,281,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,12319
2016.03,Captive financial institutions,281,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,2698
2016.03,Captive financial institutions,281,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,9621
2016.03,Captive financial institutions,281,Closing balance net worth,LE00000,B900000,-9638
2016.03,Captive financial institutions,281,Closing balance total liabilities and net worth,LE00000,L000000,304311
2016.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total assets,LE00000,A000000,229026
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance Total financial assets,LE00000,AFA0000,121363
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1577
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance currency and deposits,LE00000,AFA0200,15848
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance debt securities,LE00000,AFA0300,13838
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance loans,LE00000,AFA0400,21596
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,53441
2016.03,Central government institutions excluding funded social insurance schemes,311,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance financial derivatives,LE00000,AFA0700,3184
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,11879
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,117764
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1735
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance debt securities,LE00000,AFL0300,80464
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance loans,LE00000,AFL0400,7124
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2016.03,Central government institutions excluding funded social insurance schemes,311,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,9838
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,1842
2016.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,16760
2016.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,107663
2016.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,82927
2016.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,24736
2016.03,Central government institutions excluding funded social insurance schemes,311,Closing balance net worth,LE00000,B900000,111263
2016.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total liabilities and net worth,LE00000,L000000,229026
2016.03,Central government institutions funded social insurance schemes,312,Closing balance total assets,LE00000,A000000,37569
2016.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance Total financial assets,LE00000,AFA0000,37412
2016.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1655
2016.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance debt securities,LE00000,AFA0300,22862
2016.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance loans,LE00000,AFA0400,0
2016.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,10635
2016.03,Central government institutions funded social insurance schemes,312,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,777
2016.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance financial derivatives,LE00000,AFA0700,759
2016.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,724
2016.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,3525
2016.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2016.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance loans,LE00000,AFL0400,1
2016.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2016.03,Central government institutions funded social insurance schemes,312,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,2419
2016.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,88
2016.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1017
2016.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,158
2016.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2016.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,158
2016.03,Central government institutions funded social insurance schemes,312,Closing balance net worth,LE00000,B900000,34044
2016.03,Central government institutions funded social insurance schemes,312,Closing balance total liabilities and net worth,LE00000,L000000,37569
2016.03,Local government institutions,321,Closing balance total assets,LE00000,A000000,101173
2016.03,Local government institutions,321,Financial assets Closing balance Total financial assets,LE00000,AFA0000,17077
2016.03,Local government institutions,321,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Local government institutions,321,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1341
2016.03,Local government institutions,321,Financial assets Closing balance debt securities,LE00000,AFA0300,940
2016.03,Local government institutions,321,Financial assets Closing balance loans,LE00000,AFA0400,1826
2016.03,Local government institutions,321,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,10973
2016.03,Local government institutions,321,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2016.03,Local government institutions,321,Financial assets Closing balance financial derivatives,LE00000,AFA0700,282
2016.03,Local government institutions,321,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1716
2016.03,Local government institutions,321,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,16954
2016.03,Local government institutions,321,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Local government institutions,321,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Local government institutions,321,Financial liabilities Closing balance debt securities,LE00000,AFL0300,6200
2016.03,Local government institutions,321,Financial liabilities Closing balance loans,LE00000,AFL0400,6912
2016.03,Local government institutions,321,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2016.03,Local government institutions,321,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2016.03,Local government institutions,321,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,1158
2016.03,Local government institutions,321,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,2684
2016.03,Local government institutions,321,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,84095
2016.03,Local government institutions,321,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,52027
2016.03,Local government institutions,321,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,32068
2016.03,Local government institutions,321,Closing balance net worth,LE00000,B900000,84219
2016.03,Local government institutions,321,Closing balance total liabilities and net worth,LE00000,L000000,101173
2016.03,Non-profit institutions serving households,400,Closing balance total assets,LE00000,A000000,31772
2016.03,Non-profit institutions serving households,400,Financial assets Closing balance Total financial assets,LE00000,AFA0000,12388
2016.03,Non-profit institutions serving households,400,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Non-profit institutions serving households,400,Financial assets Closing balance currency and deposits,LE00000,AFA0200,4850
2016.03,Non-profit institutions serving households,400,Financial assets Closing balance debt securities,LE00000,AFA0300,1119
2016.03,Non-profit institutions serving households,400,Financial assets Closing balance loans,LE00000,AFA0400,2615
2016.03,Non-profit institutions serving households,400,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1180
2016.03,Non-profit institutions serving households,400,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2016.03,Non-profit institutions serving households,400,Financial assets Closing balance financial derivatives,LE00000,AFA0700,3
2016.03,Non-profit institutions serving households,400,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,2621
2016.03,Non-profit institutions serving households,400,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,1595
2016.03,Non-profit institutions serving households,400,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Non-profit institutions serving households,400,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Non-profit institutions serving households,400,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2016.03,Non-profit institutions serving households,400,Financial liabilities Closing balance loans,LE00000,AFL0400,712
2016.03,Non-profit institutions serving households,400,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2016.03,Non-profit institutions serving households,400,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2016.03,Non-profit institutions serving households,400,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,6
2016.03,Non-profit institutions serving households,400,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,877
2016.03,Non-profit institutions serving households,400,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,19384
2016.03,Non-profit institutions serving households,400,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,9360
2016.03,Non-profit institutions serving households,400,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,10024
2016.03,Non-profit institutions serving households,400,Closing balance net worth,LE00000,B900000,30177
2016.03,Non-profit institutions serving households,400,Closing balance total liabilities and net worth,LE00000,L000000,31772
2016.03,Households,511,Closing balance total assets,LE00000,A000000,1553305
2016.03,Households,511,Financial assets Closing balance Total financial assets,LE00000,AFA0000,873150
2016.03,Households,511,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Households,511,Financial assets Closing balance currency and deposits,LE00000,AFA0200,153808
2016.03,Households,511,Financial assets Closing balance debt securities,LE00000,AFA0300,5246
2016.03,Households,511,Financial assets Closing balance loans,LE00000,AFA0400,328
2016.03,Households,511,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,631241
2016.03,Households,511,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,82527
2016.03,Households,511,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2016.03,Households,511,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2016.03,Households,511,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,183664
2016.03,Households,511,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Households,511,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Households,511,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2016.03,Households,511,Financial liabilities Closing balance loans,LE00000,AFL0400,183664
2016.03,Households,511,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2016.03,Households,511,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2016.03,Households,511,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,0
2016.03,Households,511,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2016.03,Households,511,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,680155
2016.03,Households,511,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,245379
2016.03,Households,511,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,434776
2016.03,Households,511,Closing balance net worth,LE00000,B900000,1369641
2016.03,Households,511,Closing balance total liabilities and net worth,LE00000,L000000,1553305
2016.03,Rest of the world,611,Closing balance total assets,LE00000,A000000,399890
2016.03,Rest of the world,611,Financial assets Closing balance Total financial assets,LE00000,AFA0000,399890
2016.03,Rest of the world,611,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1735
2016.03,Rest of the world,611,Financial assets Closing balance currency and deposits,LE00000,AFA0200,33652
2016.03,Rest of the world,611,Financial assets Closing balance debt securities,LE00000,AFA0300,156155
2016.03,Rest of the world,611,Financial assets Closing balance loans,LE00000,AFA0400,56279
2016.03,Rest of the world,611,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,103318
2016.03,Rest of the world,611,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2016.03,Rest of the world,611,Financial assets Closing balance financial derivatives,LE00000,AFA0700,37634
2016.03,Rest of the world,611,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2016.03,Rest of the world,611,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,244170
2016.03,Rest of the world,611,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1577
2016.03,Rest of the world,611,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,17697
2016.03,Rest of the world,611,Financial liabilities Closing balance debt securities,LE00000,AFL0300,57750
2016.03,Rest of the world,611,Financial liabilities Closing balance loans,LE00000,AFL0400,24754
2016.03,Rest of the world,611,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,90795
2016.03,Rest of the world,611,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,4533
2016.03,Rest of the world,611,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,35247
2016.03,Rest of the world,611,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,11816
2016.03,Rest of the world,611,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,0
2016.03,Rest of the world,611,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2016.03,Rest of the world,611,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,0
2016.03,Rest of the world,611,Closing balance net worth,LE00000,B900000,155720
2016.03,Rest of the world,611,Closing balance total liabilities and net worth,LE00000,L000000,399890
2016.03,Total economy (excl rest of the world),800,Closing balance total assets,LE00000,A000000,4312629
2016.03,Total economy (excl rest of the world),800,Financial assets Closing balance Total financial assets,LE00000,AFA0000,2570351
2016.03,Total economy (excl rest of the world),800,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1577
2016.03,Total economy (excl rest of the world),800,Financial assets Closing balance currency and deposits,LE00000,AFA0200,298145
2016.03,Total economy (excl rest of the world),800,Financial assets Closing balance debt securities,LE00000,AFA0300,217763
2016.03,Total economy (excl rest of the world),800,Financial assets Closing balance loans,LE00000,AFA0400,610007
2016.03,Total economy (excl rest of the world),800,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1148187
2016.03,Total economy (excl rest of the world),800,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2016.03,Total economy (excl rest of the world),800,Financial assets Closing balance financial derivatives,LE00000,AFA0700,49456
2016.03,Total economy (excl rest of the world),800,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2016.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,2726071
2016.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1735
2016.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,314099
2016.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance debt securities,LE00000,AFL0300,316168
2016.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance loans,LE00000,AFL0400,641532
2016.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1160710
2016.03,Total economy (excl rest of the world),800,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,98917
2016.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,51842
2016.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,141069
2016.03,Total economy (excl rest of the world),800,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1742278
2016.03,Total economy (excl rest of the world),800,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,827557
2016.03,Total economy (excl rest of the world),800,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,914721
2016.03,Total economy (excl rest of the world),800,Closing balance net worth,LE00000,B900000,1586558
2016.03,Total economy (excl rest of the world),800,Closing balance total liabilities and net worth,LE00000,L000000,4312629
2016.03,Total all sectors,900,Closing balance total assets,LE00000,A000000,4712518
2016.03,Total all sectors,900,Financial assets Closing balance Total financial assets,LE00000,AFA0000,2970241
2016.03,Total all sectors,900,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,3312
2016.03,Total all sectors,900,Financial assets Closing balance currency and deposits,LE00000,AFA0200,331797
2016.03,Total all sectors,900,Financial assets Closing balance debt securities,LE00000,AFA0300,373918
2016.03,Total all sectors,900,Financial assets Closing balance loans,LE00000,AFA0400,666286
2016.03,Total all sectors,900,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1251505
