Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2017Q3,0.0714521,4338.214
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2017Q3,0.0805040,5106.862
Industry groups,Administrative and support services,SG01RSC04B01MN2,2017Q3,0.0197094,1250.929
Industry groups,Local Government administration,SG01RSC04B01OO1,2017Q3,0.0047435,308.588
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2017Q3,0.0348700,2266.424
Industry groups,Education and training,SG01RSC04B01PP1,2017Q3,0.0422132,2368.425
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2017Q3,0.0574945,3591.844
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2017Q3,0.0134446,829.734
Industry groups,Other services,SG01RSC04B01RS2,2017Q3,0.0182907,1088.677
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q3,0.0848905,4560.719
Industry groups,Agriculture,SG01RSC04B01AA1,2017Q4,0.0433782,2132.567
Industry groups,Forestry and logging,SG01RSC04B01AA2,2017Q4,0.0072225,413.296
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2017Q4,0.0085539,540.764
Industry groups,Mining,SG01RSC04B01BB1,2017Q4,0.0097584,761.766
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2017Q4,0.0368940,1878.760
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2017Q4,0.0023279,164.093
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2017Q4,0.0078908,537.850
Industry groups,Printing,SG01RSC04B01CC4,2017Q4,0.0023269,147.285
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2017Q4,0.0184108,993.954
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2017Q4,0.0040522,286.748
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2017Q4,0.0107298,653.606
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2017Q4,0.0167471,1098.165
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2017Q4,0.0026193,169.379
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2017Q4,0.0275130,1672.654
Industry groups,Construction,SG01RSC04B01EE1,2017Q4,0.0662705,4054.813
Industry groups,Wholesale trade,SG01RSC04B01FF1,2017Q4,0.0481019,3118.477
Industry groups,Retail trade,SG01RSC04B01GH1,2017Q4,0.0443915,2948.772
Industry groups,Accommodation services,SG01RSC04B01GH2,2017Q4,0.0218880,1322.293
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2017Q4,0.0436178,2693.835
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2017Q4,0.0230166,2128.249
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2017Q4,0.0560180,3543.851
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2017Q4,0.0706583,4079.684
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2017Q4,0.0714521,4381.258
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2017Q4,0.0805040,5158.210
Industry groups,Administrative and support services,SG01RSC04B01MN2,2017Q4,0.0197094,1293.887
Industry groups,Local Government administration,SG01RSC04B01OO1,2017Q4,0.0047435,308.066
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2017Q4,0.0348700,2291.014
Industry groups,Education and training,SG01RSC04B01PP1,2017Q4,0.0422132,2375.970
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2017Q4,0.0574945,3599.673
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2017Q4,0.0134446,882.494
Industry groups,Other services,SG01RSC04B01RS2,2017Q4,0.0182907,1084.726
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q4,0.0848905,4685.147
Industry groups,Agriculture,SG01RSC04B01AA1,2018Q1,0.0433782,2186.293
Industry groups,Forestry and logging,SG01RSC04B01AA2,2018Q1,0.0072225,399.413
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2018Q1,0.0085539,543.921
Industry groups,Mining,SG01RSC04B01BB1,2018Q1,0.0097584,722.311
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2018Q1,0.0368940,1871.934
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2018Q1,0.0023279,150.424
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2018Q1,0.0078908,548.102
Industry groups,Printing,SG01RSC04B01CC4,2018Q1,0.0023269,151.036
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2018Q1,0.0184108,988.957
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2018Q1,0.0040522,275.016
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2018Q1,0.0107298,670.492
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2018Q1,0.0167471,1173.272
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2018Q1,0.0026193,176.306
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2018Q1,0.0275130,1664.886
Industry groups,Construction,SG01RSC04B01EE1,2018Q1,0.0662705,4019.606
Industry groups,Wholesale trade,SG01RSC04B01FF1,2018Q1,0.0481019,3131.022
Industry groups,Retail trade,SG01RSC04B01GH1,2018Q1,0.0443915,2970.123
Industry groups,Accommodation services,SG01RSC04B01GH2,2018Q1,0.0218880,1348.342
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2018Q1,0.0436178,2710.577
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2018Q1,0.0230166,2183.609
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2018Q1,0.0560180,3528.660
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2018Q1,0.0706583,4102.439
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2018Q1,0.0714521,4424.311
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2018Q1,0.0805040,5183.532
Industry groups,Administrative and support services,SG01RSC04B01MN2,2018Q1,0.0197094,1333.300
Industry groups,Local Government administration,SG01RSC04B01OO1,2018Q1,0.0047435,316.612
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2018Q1,0.0348700,2336.047
Industry groups,Education and training,SG01RSC04B01PP1,2018Q1,0.0422132,2385.680
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2018Q1,0.0574945,3624.456
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2018Q1,0.0134446,856.501
Industry groups,Other services,SG01RSC04B01RS2,2018Q1,0.0182907,1095.334
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2018Q1,0.0848905,4688.860
Industry groups,Agriculture,SG01RSC04B01AA1,2018Q2,0.0413565,2292.031
Industry groups,Forestry and logging,SG01RSC04B01AA2,2018Q2,0.0066811,402.313
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2018Q2,0.0086474,537.539
Industry groups,Mining,SG01RSC04B01BB1,2018Q2,0.0097754,642.717
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2018Q2,0.0364309,1921.150
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2018Q2,0.0020703,155.449
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2018Q2,0.0080359,531.228
Industry groups,Printing,SG01RSC04B01CC4,2018Q2,0.0022111,150.329
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2018Q2,0.0166167,974.243
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2018Q2,0.0039476,281.131
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2018Q2,0.0109978,676.004
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2018Q2,0.0167019,1219.875
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2018Q2,0.0025785,173.836
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2018Q2,0.0276583,1759.747
Industry groups,Construction,SG01RSC04B01EE1,2018Q2,0.0670492,4034.192
Industry groups,Wholesale trade,SG01RSC04B01FF1,2018Q2,0.0470128,3176.480
Industry groups,Retail trade,SG01RSC04B01GH1,2018Q2,0.0441491,3021.349
Industry groups,Accommodation services,SG01RSC04B01GH2,2018Q2,0.0219443,1347.264
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2018Q2,0.0438526,2720.529
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2018Q2,0.0227865,2263.501
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2018Q2,0.0561051,3584.420
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2018Q2,0.0717457,4111.138
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2018Q2,0.0717747,4452.719
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2018Q2,0.0818192,5262.926
Industry groups,Administrative and support services,SG01RSC04B01MN2,2018Q2,0.0199898,1378.120
Industry groups,Local Government administration,SG01RSC04B01OO1,2018Q2,0.0047409,321.284
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2018Q2,0.0353148,2341.696
Industry groups,Education and training,SG01RSC04B01PP1,2018Q2,0.0427808,2394.706
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2018Q2,0.0588814,3673.358
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2018Q2,0.0133664,861.242
Industry groups,Other services,SG01RSC04B01RS2,2018Q2,0.0185679,1114.897
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2018Q2,0.0844093,4747.294
Industry groups,Agriculture,SG01RSC04B01AA1,2018Q3,0.0413565,2307.774
Industry groups,Forestry and logging,SG01RSC04B01AA2,2018Q3,0.0066811,419.703
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2018Q3,0.0086474,539.217
Industry groups,Mining,SG01RSC04B01BB1,2018Q3,0.0097754,719.208
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2018Q3,0.0364309,1881.854
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2018Q3,0.0020703,152.776
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2018Q3,0.0080359,532.120
Industry groups,Printing,SG01RSC04B01CC4,2018Q3,0.0022111,147.425
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2018Q3,0.0166167,1023.497
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2018Q3,0.0039476,286.800
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2018Q3,0.0109978,682.423
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2018Q3,0.0167019,1168.767
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2018Q3,0.0025785,161.758
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2018Q3,0.0276583,1742.120
Industry groups,Construction,SG01RSC04B01EE1,2018Q3,0.0670492,3987.962
Industry groups,Wholesale trade,SG01RSC04B01FF1,2018Q3,0.0470128,3192.649
Industry groups,Retail trade,SG01RSC04B01GH1,2018Q3,0.0441491,3040.129
Industry groups,Accommodation services,SG01RSC04B01GH2,2018Q3,0.0219443,1336.336
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2018Q3,0.0438526,2735.864
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2018Q3,0.0227865,2279.393
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2018Q3,0.0561051,3566.529
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2018Q3,0.0717457,4106.576
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2018Q3,0.0717747,4482.631
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2018Q3,0.0818192,5189.941
Industry groups,Administrative and support services,SG01RSC04B01MN2,2018Q3,0.0199898,1343.379
Industry groups,Local Government administration,SG01RSC04B01OO1,2018Q3,0.0047409,319.182
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2018Q3,0.0353148,2398.512
Industry groups,Education and training,SG01RSC04B01PP1,2018Q3,0.0427808,2402.580
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2018Q3,0.0588814,3716.058
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2018Q3,0.0133664,905.362
Industry groups,Other services,SG01RSC04B01RS2,2018Q3,0.0185679,1091.663
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2018Q3,0.0844093,4746.102
Industry groups,Agriculture,SG01RSC04B01AA1,2018Q4,0.0413565,2333.910
Industry groups,Forestry and logging,SG01RSC04B01AA2,2018Q4,0.0066811,417.275
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2018Q4,0.0086474,551.378
Industry groups,Mining,SG01RSC04B01BB1,2018Q4,0.0097754,685.253
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2018Q4,0.0364309,1941.039
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2018Q4,0.0020703,153.966
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2018Q4,0.0080359,538.475
Industry groups,Printing,SG01RSC04B01CC4,2018Q4,0.0022111,147.078
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2018Q4,0.0166167,1009.120
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2018Q4,0.0039476,280.781
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2018Q4,0.0109978,682.829
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2018Q4,0.0167019,1155.744
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2018Q4,0.0025785,175.172
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2018Q4,0.0276583,1740.824
Industry groups,Construction,SG01RSC04B01EE1,2018Q4,0.0670492,4080.674
Industry groups,Wholesale trade,SG01RSC04B01FF1,2018Q4,0.0470128,3200.505
Industry groups,Retail trade,SG01RSC04B01GH1,2018Q4,0.0441491,3095.806
Industry groups,Accommodation services,SG01RSC04B01GH2,2018Q4,0.0219443,1370.376
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2018Q4,0.0438526,2734.006
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2018Q4,0.0227865,2306.105
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2018Q4,0.0561051,3621.865
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2018Q4,0.0717457,4066.255
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2018Q4,0.0717747,4523.113
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2018Q4,0.0818192,5309.226
Industry groups,Administrative and support services,SG01RSC04B01MN2,2018Q4,0.0199898,1372.928
Industry groups,Local Government administration,SG01RSC04B01OO1,2018Q4,0.0047409,329.967
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2018Q4,0.0353148,2429.135
Industry groups,Education and training,SG01RSC04B01PP1,2018Q4,0.0427808,2409.304
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2018Q4,0.0588814,3753.833
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2018Q4,0.0133664,876.631
Industry groups,Other services,SG01RSC04B01RS2,2018Q4,0.0185679,1090.924
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2018Q4,0.0844093,4809.978
Industry groups,Agriculture,SG01RSC04B01AA1,2019Q1,0.0413565,2288.461
Industry groups,Forestry and logging,SG01RSC04B01AA2,2019Q1,0.0066811,427.842
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2019Q1,0.0086474,563.630
Industry groups,Mining,SG01RSC04B01BB1,2019Q1,0.0097754,688.846
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2019Q1,0.0364309,1993.240
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2019Q1,0.0020703,159.064
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2019Q1,0.0080359,522.773
Industry groups,Printing,SG01RSC04B01CC4,2019Q1,0.0022111,150.493
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2019Q1,0.0166167,1043.450
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2019Q1,0.0039476,294.690
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2019Q1,0.0109978,706.939
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2019Q1,0.0167019,1138.193
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2019Q1,0.0025785,171.700
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2019Q1,0.0276583,1768.762
Industry groups,Construction,SG01RSC04B01EE1,2019Q1,0.0670492,4288.443
Industry groups,Wholesale trade,SG01RSC04B01FF1,2019Q1,0.0470128,3211.940
Industry groups,Retail trade,SG01RSC04B01GH1,2019Q1,0.0441491,3137.007
Industry groups,Accommodation services,SG01RSC04B01GH2,2019Q1,0.0219443,1363.211
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2019Q1,0.0438526,2798.143
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2019Q1,0.0227865,2280.820
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2019Q1,0.0561051,3589.348
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2019Q1,0.0717457,4099.710
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2019Q1,0.0717747,4589.781
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2019Q1,0.0818192,5342.053
Industry groups,Administrative and support services,SG01RSC04B01MN2,2019Q1,0.0199898,1341.259
Industry groups,Local Government administration,SG01RSC04B01OO1,2019Q1,0.0047409,329.529
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2019Q1,0.0353148,2446.509
Industry groups,Education and training,SG01RSC04B01PP1,2019Q1,0.0427808,2414.877
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2019Q1,0.0588814,3849.994
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2019Q1,0.0133664,835.184
Industry groups,Other services,SG01RSC04B01RS2,2019Q1,0.0185679,1114.219
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2019Q1,0.0844093,4810.298
Industry groups,Agriculture,SG01RSC04B01AA1,2019Q2,0.0428707,2233.228
Industry groups,Forestry and logging,SG01RSC04B01AA2,2019Q2,0.0051570,414.467
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2019Q2,0.0088492,563.191
Industry groups,Mining,SG01RSC04B01BB1,2019Q2,0.0089006,680.979
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2019Q2,0.0358229,1903.132
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2019Q2,0.0019272,155.893
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2019Q2,0.0068929,530.572
Industry groups,Printing,SG01RSC04B01CC4,2019Q2,0.0020385,147.766
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2019Q2,0.0171894,1039.170
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2019Q2,0.0035858,288.073
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2019Q2,0.0095073,692.146
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2019Q2,0.0171678,1140.633
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2019Q2,0.0025794,171.925
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2019Q2,0.0277405,1789.771
Industry groups,Construction,SG01RSC04B01EE1,2019Q2,0.0701524,4327.027
Industry groups,Wholesale trade,SG01RSC04B01FF1,2019Q2,0.0449982,3226.304
Industry groups,Retail trade,SG01RSC04B01GH1,2019Q2,0.0432580,3141.257
Industry groups,Accommodation services,SG01RSC04B01GH2,2019Q2,0.0216934,1350.512
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2019Q2,0.0427386,2860.198
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2019Q2,0.0216723,2285.916
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2019Q2,0.0542536,3640.959
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2019Q2,0.0730636,4155.692
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2019Q2,0.0730450,4638.999
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2019Q2,0.0835404,5407.258
Industry groups,Administrative and support services,SG01RSC04B01MN2,2019Q2,0.0194487,1365.037
Industry groups,Local Government administration,SG01RSC04B01OO1,2019Q2,0.0049167,331.624
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2019Q2,0.0366382,2501.840
Industry groups,Education and training,SG01RSC04B01PP1,2019Q2,0.0426340,2421.148
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2019Q2,0.0600479,3849.744
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2019Q2,0.0133286,867.257
Industry groups,Other services,SG01RSC04B01RS2,2019Q2,0.0187460,1131.610
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2019Q2,0.0855952,4785.973
Industry groups,Agriculture,SG01RSC04B01AA1,2019Q3,0.0428707,2233.092
Industry groups,Forestry and logging,SG01RSC04B01AA2,2019Q3,0.0051570,405.617
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2019Q3,0.0088492,559.147
Industry groups,Mining,SG01RSC04B01BB1,2019Q3,0.0089006,692.732
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2019Q3,0.0358229,1915.432
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2019Q3,0.0019272,153.211
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2019Q3,0.0068929,526.937
Industry groups,Printing,SG01RSC04B01CC4,2019Q3,0.0020385,149.326
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2019Q3,0.0171894,1007.374
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2019Q3,0.0035858,275.727
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2019Q3,0.0095073,693.512
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2019Q3,0.0171678,1188.828
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2019Q3,0.0025794,186.176
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2019Q3,0.0277405,1783.376
Industry groups,Construction,SG01RSC04B01EE1,2019Q3,0.0701524,4397.788
Industry groups,Wholesale trade,SG01RSC04B01FF1,2019Q3,0.0449982,3232.017
Industry groups,Retail trade,SG01RSC04B01GH1,2019Q3,0.0432580,3198.182
Industry groups,Accommodation services,SG01RSC04B01GH2,2019Q3,0.0216934,1366.795
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2019Q3,0.0427386,2809.840
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2019Q3,0.0216723,2326.938
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2019Q3,0.0542536,3641.163
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2019Q3,0.0730636,4148.694
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2019Q3,0.0730450,4699.021
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2019Q3,0.0835404,5627.703
Industry groups,Administrative and support services,SG01RSC04B01MN2,2019Q3,0.0194487,1338.953
Industry groups,Local Government administration,SG01RSC04B01OO1,2019Q3,0.0049167,340.109
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2019Q3,0.0366382,2522.486
Industry groups,Education and training,SG01RSC04B01PP1,2019Q3,0.0426340,2426.404
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2019Q3,0.0600479,3858.913
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2019Q3,0.0133286,904.073
Industry groups,Other services,SG01RSC04B01RS2,2019Q3,0.0187460,1136.624
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2019Q3,0.0855952,4930.704
Industry groups,Agriculture,SG01RSC04B01AA1,2019Q4,0.0428707,2230.992
Industry groups,Forestry and logging,SG01RSC04B01AA2,2019Q4,0.0051570,391.938
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2019Q4,0.0088492,558.054
Industry groups,Mining,SG01RSC04B01BB1,2019Q4,0.0089006,680.792
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2019Q4,0.0358229,1909.943
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2019Q4,0.0019272,143.714
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2019Q4,0.0068929,515.405
Industry groups,Printing,SG01RSC04B01CC4,2019Q4,0.0020385,146.417
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2019Q4,0.0171894,998.084
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2019Q4,0.0035858,278.655
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2019Q4,0.0095073,688.768
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2019Q4,0.0171678,1211.125
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2019Q4,0.0025794,179.098
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2019Q4,0.0277405,1790.201
Industry groups,Construction,SG01RSC04B01EE1,2019Q4,0.0701524,4481.566
Industry groups,Wholesale trade,SG01RSC04B01FF1,2019Q4,0.0449982,3248.056
Industry groups,Retail trade,SG01RSC04B01GH1,2019Q4,0.0432580,3210.124
Industry groups,Accommodation services,SG01RSC04B01GH2,2019Q4,0.0216934,1361.882
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2019Q4,0.0427386,2866.851
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2019Q4,0.0216723,2341.051
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2019Q4,0.0542536,3652.647
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2019Q4,0.0730636,4152.102
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2019Q4,0.0730450,4738.926
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2019Q4,0.0835404,5587.747
Industry groups,Administrative and support services,SG01RSC04B01MN2,2019Q4,0.0194487,1381.487
Industry groups,Local Government administration,SG01RSC04B01OO1,2019Q4,0.0049167,347.537
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2019Q4,0.0366382,2597.945
Industry groups,Education and training,SG01RSC04B01PP1,2019Q4,0.0426340,2430.647
